"","datetime","average","minimum","maximum","area"
"1999","2018-07",18.244,13.409,24.998,"hervanta-7"
"2000","2018-08",19.333,16.067,24.797,"hervanta-7"
"2001","2018-09",15.272,10.563,18.302,"hervanta-7"
"2002","2018-10",8.971,5.208,10.695,"hervanta-7"
"2003","2018-11",4.93,2.218,6.12,"hervanta-7"
"2004","2018-12",1.071,1,2.206,"hervanta-7"
"2005","2019-01",1.004,1,1.017,"hervanta-7"
"2006","2019-02",1.136,1.008,1.412,"hervanta-7"
"2007","2019-03",1.824,1.415,2.665,"hervanta-7"
"2008","2019-04",4.115,2.671,7.208,"hervanta-7"
"2009","2019-05",8.876,5.103,14.978,"hervanta-7"
"2010","2019-06",14.907,10.636,17.812,"hervanta-7"
"2011","2019-07",NA,NA,NA,"hervanta-7"
"2012","2019-08",NA,NA,NA,"hervanta-7"
"2013","2019-09",NA,NA,NA,"hervanta-7"
"2014","2019-10",NA,NA,NA,"hervanta-7"
"2015","2019-11",NA,NA,NA,"hervanta-7"
"2016","2019-12",NA,NA,NA,"hervanta-7"
"2017","2014-01",NA,NA,NA,"hervanta-8"
"2018","2014-02",1,1,1,"hervanta-8"
"2019","2014-03",1.888,1,3.472,"hervanta-8"
"2020","2014-04",4.258,3.423,5.841,"hervanta-8"
"2021","2014-05",8.851,5.348,14.894,"hervanta-8"
"2022","2014-06",13.675,10.9,16.976,"hervanta-8"
"2023","2014-07",18.498,14.006,24.009,"hervanta-8"
"2024","2014-08",19.022,16.204,23.693,"hervanta-8"
"2025","2014-09",15.884,15.801,16.033,"hervanta-8"
"2026","2014-10",9.228,5.371,11.503,"hervanta-8"
"2027","2014-11",4.179,2.557,6.165,"hervanta-8"
"2028","2014-12",1.628,1,2.719,"hervanta-8"
"2029","2015-01",1.014,1,1.427,"hervanta-8"
"2030","2015-02",1,1,1.001,"hervanta-8"
"2031","2015-03",1.878,1,3.038,"hervanta-8"
"2032","2015-04",3.673,2.789,5.336,"hervanta-8"
"2033","2015-05",8.185,5.481,11.826,"hervanta-8"
"2034","2015-06",13.047,11.419,15.866,"hervanta-8"
"2035","2015-07",17.252,14.527,18.566,"hervanta-8"
"2036","2015-08",18.575,17.13,20.974,"hervanta-8"
"2037","2015-09",15.735,13.306,18.087,"hervanta-8"
"2038","2015-10",9.603,6.694,13.358,"hervanta-8"
"2039","2015-11",5.7,3.621,6.955,"hervanta-8"
"2040","2015-12",2.961,1.021,3.961,"hervanta-8"
"2041","2016-01",1.002,1,1.15,"hervanta-8"
"2042","2016-02",1.006,1,1.056,"hervanta-8"
"2043","2016-03",1.285,1.053,2.009,"hervanta-8"
"2044","2016-04",3.586,1.301,5.643,"hervanta-8"
"2045","2016-05",9.846,4.982,14.677,"hervanta-8"
"2046","2016-06",13.758,7.704,18.002,"hervanta-8"
"2047","2016-07",17.774,14.279,20.255,"hervanta-8"
"2048","2016-08",17.779,15.549,20.65,"hervanta-8"
"2049","2016-09",14.692,12.819,16.094,"hervanta-8"
"2050","2016-10",8.459,5.497,12.821,"hervanta-8"
"2051","2016-11",2.236,1.001,5.657,"hervanta-8"
"2052","2016-12",1.091,1.058,1.163,"hervanta-8"
"2053","2017-01",1.086,1.033,1.128,"hervanta-8"
"2054","2017-02",1.271,1.108,1.516,"hervanta-8"
"2055","2017-03",2.446,1.516,3.918,"hervanta-8"
"2056","2017-04",4.083,3.736,4.677,"hervanta-8"
"2057","2017-05",7.381,4.149,11.777,"hervanta-8"
"2058","2017-06",12.552,8.366,15.964,"hervanta-8"
"2059","2017-07",16.718,14.376,19.015,"hervanta-8"
"2060","2017-08",17.807,15.549,18.975,"hervanta-8"
"2061","2017-09",13.947,12.32,15.647,"hervanta-8"
"2062","2017-10",9.071,5.63,12.325,"hervanta-8"
"2063","2017-11",3.798,2.527,5.682,"hervanta-8"
"2064","2017-12",1.371,1,2.562,"hervanta-8"
"2065","2018-01",1,1,1,"hervanta-8"
"2066","2018-02",1,1,1,"hervanta-8"
"2067","2018-03",1.019,1,3.537,"hervanta-8"
"2068","2018-04",1.854,1,3.764,"hervanta-8"
"2069","2018-05",7.37,3.344,14.582,"hervanta-8"
"2070","2018-06",12.962,7.191,17.212,"hervanta-8"
"2071","2018-07",18.327,13.507,24.998,"hervanta-8"
"2072","2018-08",19.392,16.359,24.942,"hervanta-8"
"2073","2018-09",15.328,10.585,18.254,"hervanta-8"
"2074","2018-10",8.987,5.309,10.753,"hervanta-8"
"2075","2018-11",4.954,2.238,6.099,"hervanta-8"
"2076","2018-12",1.081,1,2.244,"hervanta-8"
"2077","2019-01",1.004,1,1.017,"hervanta-8"
"2078","2019-02",1.134,1.007,1.403,"hervanta-8"
"2079","2019-03",1.818,1.404,2.65,"hervanta-8"
"2080","2019-04",4.09,2.659,6.926,"hervanta-8"
"2081","2019-05",8.844,5.142,14.925,"hervanta-8"
"2082","2019-06",14.871,10.669,17.638,"hervanta-8"
"2083","2019-07",NA,NA,NA,"hervanta-8"
"2084","2019-08",NA,NA,NA,"hervanta-8"
"2085","2019-09",NA,NA,NA,"hervanta-8"
"2086","2019-10",NA,NA,NA,"hervanta-8"
"2087","2019-11",NA,NA,NA,"hervanta-8"
"2088","2019-12",NA,NA,NA,"hervanta-8"
"2089","2014-01",NA,NA,NA,"hervantajarvi"
"2090","2014-02",1,1,1,"hervantajarvi"
"2091","2014-03",1.885,1,3.496,"hervantajarvi"
"2092","2014-04",4.246,3.419,6.125,"hervantajarvi"
"2093","2014-05",8.823,5.317,15.122,"hervantajarvi"
"2094","2014-06",13.657,10.667,17.222,"hervantajarvi"
"2095","2014-07",18.418,13.9,24.34,"hervantajarvi"
"2096","2014-08",19.1,16.157,23.994,"hervantajarvi"
"2097","2014-09",15.902,15.771,16.104,"hervantajarvi"
"2098","2014-10",9.243,5.382,11.327,"hervantajarvi"
"2099","2014-11",4.192,2.531,6.165,"hervantajarvi"
"2100","2014-12",1.634,1,2.795,"hervantajarvi"
"2101","2015-01",1,1,1.001,"hervantajarvi"
"2102","2015-02",1,1,1,"hervantajarvi"
"2103","2015-03",1.881,1,3.061,"hervantajarvi"
"2104","2015-04",3.7,2.784,5.374,"hervantajarvi"
"2105","2015-05",8.222,5.533,11.821,"hervantajarvi"
"2106","2015-06",13.066,11.457,15.926,"hervantajarvi"
"2107","2015-07",17.248,14.227,18.755,"hervantajarvi"
"2108","2015-08",18.578,17.043,21.064,"hervantajarvi"
"2109","2015-09",15.721,13.278,18.063,"hervantajarvi"
"2110","2015-10",9.596,6.518,13.346,"hervantajarvi"
"2111","2015-11",5.7,3.575,6.916,"hervantajarvi"
"2112","2015-12",2.963,1.001,4.01,"hervantajarvi"
"2113","2016-01",1,1,1,"hervantajarvi"
"2114","2016-02",1.006,1,1.077,"hervantajarvi"
"2115","2016-03",1.288,1.058,1.988,"hervantajarvi"
"2116","2016-04",3.589,2.001,5.596,"hervantajarvi"
"2117","2016-05",9.832,4.97,14.736,"hervantajarvi"
"2118","2016-06",13.767,7.578,18.043,"hervantajarvi"
"2119","2016-07",17.772,13.873,20.337,"hervantajarvi"
"2120","2016-08",17.78,15.521,20.701,"hervantajarvi"
"2121","2016-09",14.683,12.807,16.238,"hervantajarvi"
"2122","2016-10",8.451,5.46,12.815,"hervantajarvi"
"2123","2016-11",2.238,1,5.657,"hervantajarvi"
"2124","2016-12",1.09,1.052,1.15,"hervantajarvi"
"2125","2017-01",1.086,1.027,1.131,"hervantajarvi"
"2126","2017-02",1.271,1.108,1.517,"hervantajarvi"
"2127","2017-03",2.443,1.517,3.939,"hervantajarvi"
"2128","2017-04",4.076,3.679,4.713,"hervantajarvi"
"2129","2017-05",7.365,4.027,11.89,"hervantajarvi"
"2130","2017-06",12.529,8.313,15.953,"hervantajarvi"
"2131","2017-07",16.7,14.318,19.138,"hervantajarvi"
"2132","2017-08",17.8,15.555,19.044,"hervantajarvi"
"2133","2017-09",13.944,12.321,15.643,"hervantajarvi"
"2134","2017-10",9.064,5.626,12.313,"hervantajarvi"
"2135","2017-11",3.793,2.485,5.664,"hervantajarvi"
"2136","2017-12",1.37,1,2.57,"hervantajarvi"
"2137","2018-01",1,1,1,"hervantajarvi"
"2138","2018-02",1,1,1,"hervantajarvi"
"2139","2018-03",1.001,1,1.355,"hervantajarvi"
"2140","2018-04",1.817,1,3.706,"hervantajarvi"
"2141","2018-05",7.162,3.345,14.14,"hervantajarvi"
"2142","2018-06",12.961,7.148,17.059,"hervantajarvi"
"2143","2018-07",18.163,13.34,24.944,"hervantajarvi"
"2144","2018-08",19.354,16.015,24.996,"hervantajarvi"
"2145","2018-09",15.303,10.557,18.316,"hervantajarvi"
"2146","2018-10",8.989,5.213,10.687,"hervantajarvi"
"2147","2018-11",4.948,2.219,6.114,"hervantajarvi"
"2148","2018-12",1.08,1,2.252,"hervantajarvi"
"2149","2019-01",1.004,1,1.017,"hervantajarvi"
"2150","2019-02",1.124,1.008,1.403,"hervantajarvi"
"2151","2019-03",1.817,1.404,2.635,"hervantajarvi"
"2152","2019-04",4.084,2.639,7.079,"hervantajarvi"
"2153","2019-05",8.83,5.112,14.99,"hervantajarvi"
"2154","2019-06",14.855,10.636,17.797,"hervantajarvi"
"2155","2019-07",NA,NA,NA,"hervantajarvi"
"2156","2019-08",NA,NA,NA,"hervantajarvi"
"2157","2019-09",NA,NA,NA,"hervantajarvi"
"2158","2019-10",NA,NA,NA,"hervantajarvi"
"2159","2019-11",NA,NA,NA,"hervantajarvi"
"2160","2019-12",NA,NA,NA,"hervantajarvi"
"2161","2014-01",NA,NA,NA,"holvasti"
"2162","2014-02",1.191,1.02,1.343,"holvasti"
"2163","2014-03",2.075,1.053,3.623,"holvasti"
"2164","2014-04",4.334,3.459,5.909,"holvasti"
"2165","2014-05",8.746,5.357,14.914,"holvasti"
"2166","2014-06",13.387,10.851,16.884,"holvasti"
"2167","2014-07",18.063,13.697,23.525,"holvasti"
"2168","2014-08",18.933,15.842,23.645,"holvasti"
"2169","2014-09",15.865,15.637,16.089,"holvasti"
"2170","2014-10",9.232,5.322,11.238,"holvasti"
"2171","2014-11",4.212,2.72,6.135,"holvasti"
"2172","2014-12",2.006,1.107,2.907,"holvasti"
"2173","2015-01",1.122,1.011,1.327,"holvasti"
"2174","2015-02",1.074,1.009,1.206,"holvasti"
"2175","2015-03",1.907,1.009,3.064,"holvasti"
"2176","2015-04",3.796,2.841,5.543,"holvasti"
"2177","2015-05",8.178,5.468,11.412,"holvasti"
"2178","2015-06",12.814,11.318,15.478,"holvasti"
"2179","2015-07",16.681,12.348,18.112,"holvasti"
"2180","2015-08",17.912,16.294,20.193,"holvasti"
"2181","2015-09",15.37,13.066,17.913,"holvasti"
"2182","2015-10",9.523,6.698,13.126,"holvasti"
"2183","2015-11",5.758,3.853,6.899,"holvasti"
"2184","2015-12",3.095,1.134,4.066,"holvasti"
"2185","2016-01",1.138,1.013,1.364,"holvasti"
"2186","2016-02",1.103,1,1.335,"holvasti"
"2187","2016-03",1.279,1.053,1.95,"holvasti"
"2188","2016-04",3.554,1.954,5.504,"holvasti"
"2189","2016-05",9.689,5.026,14.444,"holvasti"
"2190","2016-06",13.479,7.678,17.601,"holvasti"
"2191","2016-07",17.35,14.397,19.904,"holvasti"
"2192","2016-08",17.484,15.176,20.303,"holvasti"
"2193","2016-09",14.507,12.701,15.877,"holvasti"
"2194","2016-10",8.454,5.521,12.769,"holvasti"
"2195","2016-11",2.366,1.044,5.682,"holvasti"
"2196","2016-12",1.227,1.084,1.563,"holvasti"
"2197","2017-01",1.196,1.057,1.512,"holvasti"
"2198","2017-02",1.402,1.134,1.76,"holvasti"
"2199","2017-03",2.51,1.595,3.913,"holvasti"
"2200","2017-04",4.094,3.649,4.73,"holvasti"
"2201","2017-05",7.338,4.177,11.678,"holvasti"
"2202","2017-06",12.401,8.323,15.607,"holvasti"
"2203","2017-07",16.478,14.309,18.894,"holvasti"
"2204","2017-08",17.637,15.125,18.94,"holvasti"
"2205","2017-09",13.793,12.04,15.53,"holvasti"
"2206","2017-10",9.085,5.31,12.269,"holvasti"
"2207","2017-11",3.855,2.539,5.791,"holvasti"
"2208","2017-12",1.53,1.023,2.648,"holvasti"
"2209","2018-01",1.148,1.013,1.41,"holvasti"
"2210","2018-02",1.349,1.002,2.304,"holvasti"
"2211","2018-03",1.413,1.02,3.592,"holvasti"
"2212","2018-04",2.065,1.06,3.876,"holvasti"
"2213","2018-05",7.322,3.477,13.67,"holvasti"
"2214","2018-06",12.776,6.847,17.064,"holvasti"
"2215","2018-07",18.276,13.106,24.979,"holvasti"
"2216","2018-08",19.254,16.504,24.981,"holvasti"
"2217","2018-09",15.296,10.544,18.169,"holvasti"
"2218","2018-10",8.985,5.37,10.664,"holvasti"
"2219","2018-11",4.998,2.309,6.12,"holvasti"
"2220","2018-12",1.187,1.005,2.342,"holvasti"
"2221","2019-01",1.131,1.007,1.353,"holvasti"
"2222","2019-02",1.226,1.037,1.548,"holvasti"
"2223","2019-03",1.875,1.433,2.69,"holvasti"
"2224","2019-04",4.094,2.673,6.879,"holvasti"
"2225","2019-05",8.782,5.223,14.882,"holvasti"
"2226","2019-06",14.593,9.989,17.166,"holvasti"
"2227","2019-07",NA,NA,NA,"holvasti"
"2228","2019-08",NA,NA,NA,"holvasti"
"2229","2019-09",NA,NA,NA,"holvasti"
"2230","2019-10",NA,NA,NA,"holvasti"
"2231","2019-11",NA,NA,NA,"holvasti"
"2232","2019-12",NA,NA,NA,"holvasti"
"2233","2014-01",NA,NA,NA,"holvasti-2"
"2234","2014-02",1.19,1.064,1.293,"holvasti-2"
"2235","2014-03",2.063,1.147,3.478,"holvasti-2"
"2236","2014-04",4.319,3.458,5.806,"holvasti-2"
"2237","2014-05",8.698,5.399,14.412,"holvasti-2"
"2238","2014-06",13.359,10.987,16.445,"holvasti-2"
"2239","2014-07",17.991,13.779,23.406,"holvasti-2"
"2240","2014-08",19.187,16.048,23.335,"holvasti-2"
"2241","2014-09",15.895,15.702,15.985,"holvasti-2"
"2242","2014-10",9.258,5.227,11.29,"holvasti-2"
"2243","2014-11",4.252,2.825,6.082,"holvasti-2"
"2244","2014-12",2.093,1.051,2.944,"holvasti-2"
"2245","2015-01",1.109,1.039,1.475,"holvasti-2"
"2246","2015-02",1.065,1.014,1.127,"holvasti-2"
"2247","2015-03",1.899,1.041,3.071,"holvasti-2"
"2248","2015-04",3.696,2.759,5.586,"holvasti-2"
"2249","2015-05",8.124,5.401,11.131,"holvasti-2"
"2250","2015-06",12.854,11.372,15.643,"holvasti-2"
"2251","2015-07",16.753,13.922,17.882,"holvasti-2"
"2252","2015-08",18.038,16.479,20.277,"holvasti-2"
"2253","2015-09",15.399,13.251,17.731,"holvasti-2"
"2254","2015-10",9.564,6.759,13.085,"holvasti-2"
"2255","2015-11",5.776,3.942,6.887,"holvasti-2"
"2256","2015-12",3.112,1.178,4.062,"holvasti-2"
"2257","2016-01",1.138,1.027,1.278,"holvasti-2"
"2258","2016-02",1.103,1,1.249,"holvasti-2"
"2259","2016-03",1.274,1.051,1.928,"holvasti-2"
"2260","2016-04",3.53,1.931,5.494,"holvasti-2"
"2261","2016-05",9.63,5.053,14.313,"holvasti-2"
"2262","2016-06",13.45,7.687,17.488,"holvasti-2"
"2263","2016-07",17.334,14.54,19.743,"holvasti-2"
"2264","2016-08",17.328,9.263,20.166,"holvasti-2"
"2265","2016-09",14.522,12.763,15.803,"holvasti-2"
"2266","2016-10",8.497,5.541,12.767,"holvasti-2"
"2267","2016-11",2.393,1.09,5.676,"holvasti-2"
"2268","2016-12",1.226,1.121,1.463,"holvasti-2"
"2269","2017-01",1.193,1.084,1.344,"holvasti-2"
"2270","2017-02",1.398,1.167,1.72,"holvasti-2"
"2271","2017-03",2.491,1.636,3.908,"holvasti-2"
"2272","2017-04",4.041,2.611,4.709,"holvasti-2"
"2273","2017-05",7.296,4.19,11.655,"holvasti-2"
"2274","2017-06",12.371,8.334,15.312,"holvasti-2"
"2275","2017-07",16.459,14.342,18.833,"holvasti-2"
"2276","2017-08",17.655,15.326,18.82,"holvasti-2"
"2277","2017-09",13.812,12.408,15.389,"holvasti-2"
"2278","2017-10",9.109,4.032,12.379,"holvasti-2"
"2279","2017-11",3.825,2.177,5.763,"holvasti-2"
"2280","2017-12",1.539,1.047,2.627,"holvasti-2"
"2281","2018-01",1.149,1.041,1.684,"holvasti-2"
"2282","2018-02",1.361,1.005,2.177,"holvasti-2"
"2283","2018-03",1.427,1.042,2.657,"holvasti-2"
"2284","2018-04",2.063,1.075,3.846,"holvasti-2"
"2285","2018-05",7.282,3.54,13.365,"holvasti-2"
"2286","2018-06",12.73,5.194,16.99,"holvasti-2"
"2287","2018-07",18.217,13.15,24.998,"holvasti-2"
"2288","2018-08",19.326,16.663,24.853,"holvasti-2"
"2289","2018-09",15.331,8.419,18.141,"holvasti-2"
"2290","2018-10",9.019,5.414,10.63,"holvasti-2"
"2291","2018-11",5.015,2.324,6.112,"holvasti-2"
"2292","2018-12",1.194,1.021,2.334,"holvasti-2"
"2293","2019-01",1.129,1.032,1.271,"holvasti-2"
"2294","2019-02",1.222,1.07,1.505,"holvasti-2"
"2295","2019-03",1.865,1.471,2.666,"holvasti-2"
"2296","2019-04",4.061,2.664,6.698,"holvasti-2"
"2297","2019-05",8.738,4.388,14.832,"holvasti-2"
"2298","2019-06",14.545,6.507,17.043,"holvasti-2"
"2299","2019-07",NA,NA,NA,"holvasti-2"
"2300","2019-08",NA,NA,NA,"holvasti-2"
"2301","2019-09",NA,NA,NA,"holvasti-2"
"2302","2019-10",NA,NA,NA,"holvasti-2"
"2303","2019-11",NA,NA,NA,"holvasti-2"
"2304","2019-12",NA,NA,NA,"holvasti-2"
"2305","2014-01",NA,NA,NA,"huikas"
"2306","2014-02",3.551,2.945,4.041,"huikas"
"2307","2014-03",4.161,3.259,6.893,"huikas"
"2308","2014-04",5.347,3.583,6.385,"huikas"
"2309","2014-05",8.097,5.995,12.162,"huikas"
"2310","2014-06",10.825,8.952,13.411,"huikas"
"2311","2014-07",14.258,11.04,18.865,"huikas"
"2312","2014-08",14.728,12.943,18.035,"huikas"
"2313","2014-09",13.305,13.14,13.525,"huikas"
"2314","2014-10",8.579,5.813,10.117,"huikas"
"2315","2014-11",4.953,3.365,6.406,"huikas"
"2316","2014-12",3.619,1.291,4.228,"huikas"
"2317","2015-01",3.167,2.268,5.141,"huikas"
"2318","2015-02",3.096,2.817,3.573,"huikas"
"2319","2015-03",3.564,2.875,4.394,"huikas"
"2320","2015-04",4.866,4.184,5.984,"huikas"
"2321","2015-05",7.806,6.062,10.03,"huikas"
"2322","2015-06",10.628,9.229,12.572,"huikas"
"2323","2015-07",12.158,10.45,14.626,"huikas"
"2324","2015-08",12.749,11.036,15.715,"huikas"
"2325","2015-09",11.484,9.53,14.552,"huikas"
"2326","2015-10",8.315,6.844,10.601,"huikas"
"2327","2015-11",6.232,4.427,6.961,"huikas"
"2328","2015-12",4.498,3.126,5.128,"huikas"
"2329","2016-01",3.16,1.554,3.887,"huikas"
"2330","2016-02",2.534,1,3.531,"huikas"
"2331","2016-03",1.288,1.053,1.97,"huikas"
"2332","2016-04",3.628,1.968,6.103,"huikas"
"2333","2016-05",8.742,5.665,11.75,"huikas"
"2334","2016-06",10.863,7.386,13.862,"huikas"
"2335","2016-07",13.154,11.177,14.965,"huikas"
"2336","2016-08",13.565,11.383,15.729,"huikas"
"2337","2016-09",11.814,9.189,13.163,"huikas"
"2338","2016-10",7.905,6.012,10.917,"huikas"
"2339","2016-11",3.964,2.788,6.143,"huikas"
"2340","2016-12",3.283,2.703,4.145,"huikas"
"2341","2017-01",3.01,1.083,4.418,"huikas"
"2342","2017-02",3.397,2.881,4.204,"huikas"
"2343","2017-03",3.928,3.171,4.636,"huikas"
"2344","2017-04",4.863,4.084,5.824,"huikas"
"2345","2017-05",7.271,5.107,10.633,"huikas"
"2346","2017-06",10.645,7.875,13.748,"huikas"
"2347","2017-07",13.162,11.691,15.305,"huikas"
"2348","2017-08",14.189,12.317,15.786,"huikas"
"2349","2017-09",11.697,10.016,13.357,"huikas"
"2350","2017-10",8.466,5.849,10.798,"huikas"
"2351","2017-11",4.791,3.58,6.217,"huikas"
"2352","2017-12",3.568,2.339,4.797,"huikas"
"2353","2018-01",3.398,2.576,4.969,"huikas"
"2354","2018-02",2.683,1.015,5.559,"huikas"
"2355","2018-03",3.421,1.157,6.537,"huikas"
"2356","2018-04",4.05,1.301,5.353,"huikas"
"2357","2018-05",7.329,4.955,11.879,"huikas"
"2358","2018-06",11.125,7.154,16.828,"huikas"
"2359","2018-07",14.739,10.558,20.198,"huikas"
"2360","2018-08",15.563,13.091,23.167,"huikas"
"2361","2018-09",13.709,9.801,16.432,"huikas"
"2362","2018-10",8.455,5.825,11.104,"huikas"
"2363","2018-11",5.677,3.717,6.5,"huikas"
"2364","2018-12",3.203,2.565,4.152,"huikas"
"2365","2019-01",3.175,1.689,3.957,"huikas"
"2366","2019-02",3.037,2.485,4.659,"huikas"
"2367","2019-03",3.424,2.864,4.184,"huikas"
"2368","2019-04",4.949,3.817,7.076,"huikas"
"2369","2019-05",8.254,5.751,12.801,"huikas"
"2370","2019-06",12.018,9.371,14.81,"huikas"
"2371","2019-07",NA,NA,NA,"huikas"
"2372","2019-08",NA,NA,NA,"huikas"
"2373","2019-09",NA,NA,NA,"huikas"
"2374","2019-10",NA,NA,NA,"huikas"
"2375","2019-11",NA,NA,NA,"huikas"
"2376","2019-12",NA,NA,NA,"huikas"
"2377","2014-01",NA,NA,NA,"huikas-2"
"2378","2014-02",3.561,2.877,4.236,"huikas-2"
"2379","2014-03",4.175,2.688,6.92,"huikas-2"
"2380","2014-04",5.353,3.495,6.447,"huikas-2"
"2381","2014-05",8.108,5.985,12.372,"huikas-2"
"2382","2014-06",10.818,8.351,13.522,"huikas-2"
"2383","2014-07",14.262,10.832,19.045,"huikas-2"
"2384","2014-08",14.619,12.645,18.075,"huikas-2"
"2385","2014-09",13.244,12.998,13.548,"huikas-2"
"2386","2014-10",8.549,5.875,10.277,"huikas-2"
"2387","2014-11",4.992,3.292,6.415,"huikas-2"
"2388","2014-12",3.651,1.429,4.28,"huikas-2"
"2389","2015-01",3.192,1.066,4.208,"huikas-2"
"2390","2015-02",3.183,2.892,3.436,"huikas-2"
"2391","2015-03",3.669,2.971,4.676,"huikas-2"
"2392","2015-04",4.943,4.337,6.009,"huikas-2"
"2393","2015-05",7.772,6.13,10.145,"huikas-2"
"2394","2015-06",10.595,9.482,12.506,"huikas-2"
"2395","2015-07",12.112,10.525,14.103,"huikas-2"
"2396","2015-08",12.691,10.99,14.812,"huikas-2"
"2397","2015-09",11.451,9.329,17.014,"huikas-2"
"2398","2015-10",8.291,6.799,10.702,"huikas-2"
"2399","2015-11",6.226,4.383,6.972,"huikas-2"
"2400","2015-12",4.501,3.077,5.364,"huikas-2"
"2401","2016-01",3.177,1.28,4.037,"huikas-2"
"2402","2016-02",2.539,1,3.801,"huikas-2"
"2403","2016-03",1.292,1.057,1.995,"huikas-2"
"2404","2016-04",3.647,1.977,6.242,"huikas-2"
"2405","2016-05",8.765,5.634,11.894,"huikas-2"
"2406","2016-06",10.871,7.375,13.902,"huikas-2"
"2407","2016-07",13.135,11.123,15.079,"huikas-2"
"2408","2016-08",13.54,9.919,16.428,"huikas-2"
"2409","2016-09",11.792,8.118,13.25,"huikas-2"
"2410","2016-10",7.88,6,10.959,"huikas-2"
"2411","2016-11",3.966,2.651,6.158,"huikas-2"
"2412","2016-12",3.302,2.126,4.353,"huikas-2"
"2413","2017-01",3.029,1.075,5.207,"huikas-2"
"2414","2017-02",3.414,2.788,4.318,"huikas-2"
"2415","2017-03",3.938,3.161,4.801,"huikas-2"
"2416","2017-04",4.878,3.816,6.077,"huikas-2"
"2417","2017-05",7.289,5.018,10.944,"huikas-2"
"2418","2017-06",10.645,7.519,14.148,"huikas-2"
"2419","2017-07",13.141,11.607,15.426,"huikas-2"
"2420","2017-08",14.133,12.196,15.937,"huikas-2"
"2421","2017-09",11.661,8.152,13.566,"huikas-2"
"2422","2017-10",8.436,5.722,11.197,"huikas-2"
"2423","2017-11",4.798,2.958,6.536,"huikas-2"
"2424","2017-12",3.598,1.892,6.228,"huikas-2"
"2425","2018-01",3.465,2.528,5.903,"huikas-2"
"2426","2018-02",3.105,1.005,6.778,"huikas-2"
"2427","2018-03",3.707,1.022,6.89,"huikas-2"
"2428","2018-04",4.123,1.274,5.364,"huikas-2"
"2429","2018-05",7.356,4.937,12.335,"huikas-2"
"2430","2018-06",11.093,7.128,17.034,"huikas-2"
"2431","2018-07",14.722,10.666,20.496,"huikas-2"
"2432","2018-08",15.51,13.007,24.147,"huikas-2"
"2433","2018-09",13.664,9.754,16.474,"huikas-2"
"2434","2018-10",8.416,5.774,11.105,"huikas-2"
"2435","2018-11",5.676,3.687,6.499,"huikas-2"
"2436","2018-12",3.228,2.517,4.384,"huikas-2"
"2437","2019-01",3.194,1.216,4.012,"huikas-2"
"2438","2019-02",3.061,2.263,5.976,"huikas-2"
"2439","2019-03",3.449,2.815,4.225,"huikas-2"
"2440","2019-04",4.977,3.734,7.144,"huikas-2"
"2441","2019-05",8.253,5.445,12.883,"huikas-2"
"2442","2019-06",12.02,9.324,15.31,"huikas-2"
"2443","2019-07",NA,NA,NA,"huikas-2"
"2444","2019-08",NA,NA,NA,"huikas-2"
"2445","2019-09",NA,NA,NA,"huikas-2"
"2446","2019-10",NA,NA,NA,"huikas-2"
"2447","2019-11",NA,NA,NA,"huikas-2"
"2448","2019-12",NA,NA,NA,"huikas-2"
"2449","2014-01",NA,NA,NA,"hyhky"
"2450","2014-02",7.672,6.747,8.2,"hyhky"
"2451","2014-03",7.124,2.364,8.189,"hyhky"
"2452","2014-04",7.723,5.908,8.2,"hyhky"
"2453","2014-05",8.121,7.446,8.674,"hyhky"
"2454","2014-06",8.495,8.2,9.275,"hyhky"
"2455","2014-07",8.624,8.2,9.922,"hyhky"
"2456","2014-08",8.472,7.949,9.726,"hyhky"
"2457","2014-09",8.182,8.009,8.866,"hyhky"
"2458","2014-10",8.117,7.934,8.2,"hyhky"
"2459","2014-11",7.96,6.983,8.2,"hyhky"
"2460","2014-12",8.005,6.973,8.2,"hyhky"
"2461","2015-01",8.039,7.605,8.2,"hyhky"
"2462","2015-02",7.945,7.791,8.072,"hyhky"
"2463","2015-03",7.735,6.649,8.2,"hyhky"
"2464","2015-04",7.877,7.361,8.2,"hyhky"
"2465","2015-05",7.882,7.551,8.254,"hyhky"
"2466","2015-06",8.172,7.694,8.51,"hyhky"
"2467","2015-07",8.438,7.469,9.73,"hyhky"
"2468","2015-08",8.702,7.795,9.4,"hyhky"
"2469","2015-09",8.676,7.773,9.697,"hyhky"
"2470","2015-10",8.279,8.078,10.56,"hyhky"
"2471","2015-11",8.074,7.064,8.2,"hyhky"
"2472","2015-12",7.936,6.361,8.2,"hyhky"
"2473","2016-01",7.86,6.324,8.2,"hyhky"
"2474","2016-02",7.578,2.428,8.2,"hyhky"
"2475","2016-03",7.615,1.568,8.2,"hyhky"
"2476","2016-04",7.747,6.22,8.2,"hyhky"
"2477","2016-05",8.216,7.188,9.063,"hyhky"
"2478","2016-06",8.518,8.2,9.715,"hyhky"
"2479","2016-07",8.752,8.2,10.243,"hyhky"
"2480","2016-08",8.943,8.2,15.817,"hyhky"
"2481","2016-09",8.645,8.042,10.087,"hyhky"
"2482","2016-10",8.364,7.618,10.492,"hyhky"
"2483","2016-11",7.763,6.184,8.2,"hyhky"
"2484","2016-12",7.572,5.127,8.2,"hyhky"
"2485","2017-01",7.562,5.327,8.2,"hyhky"
"2486","2017-02",7.663,6.151,8.2,"hyhky"
"2487","2017-03",7.631,6.079,8.2,"hyhky"
